split,row_in_split,instruction,reference_output
train,429,"User Request: I have a office meeting today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Nike Men Black Running Shorts [Category: Bottomwear, Season: Summer] (Material: polyester, Worn: 78 times, Score: 4.54)
- DC Comics Men's Dist Light Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 2 times, Score: 3.92)
- Proline Men Grey Striped T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 13 times, Score: 5.01)
- Highlander Men Brown Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 9 times, Score: 3.91)
- Locomotive Men Check Grey Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 15 times, Score: 2.98)
- Puma Men Mn's Body Train Black Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 68 times, Score: 5.3)
- Peter England Men Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 22 times, Score: 4.18)
- Fabindia Men Black Silk Kurta [Category: Topwear, Season: Summer] (Material: silk, Worn: 18 times, Score: 1.23)
- Wrangler Men Falcon Grey T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 21 times, Score: 4.27)
- ADIDAS Men's F50 St Pes Blue T-Shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 27 times, Score: 4.0)
- Quiksilver Men Red Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 5 times, Score: 4.03)
- Manchester United Men White Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 144 times, Score: 6.02)
- Wrangler Men Atlanta Dark Base Striped Blue Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 2 times, Score: 3.6)
- U.S. Polo Assn. Men Printed  Steeple Grey Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 73 times, Score: 5.2)
- Smugglerz Men Multi coloured Check Boxers [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 4 times, Score: 3.89)","I recommend wearing your Manchester United Men White Tshirt (cotton) for your office meeting. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 144 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,430,"User Request: I have a university class today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- BIBA Women Printed Blue Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 42 times, Score: 4.53)
- W Women Teal Jacket [Category: Topwear, Season: Summer] (Material: viscose, Worn: 55 times, Score: 4.6)
- Tonga Women Teal Top [Category: Topwear, Season: Summer] (Material: viscose, Worn: 5 times, Score: 3.37)
- Aurelia Women Printed Orange Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 50 times, Score: 5.88)
- SDL by Sweet Dreams Women White Night suits [Category: Loungewear and Nightwear, Season: Summer] (Material: cotton, Worn: 3 times, Score: 2.76)
- Fabindia Black Striped Saree [Category: Saree, Season: Summer] (Material: cotton, Worn: 15 times, Score: 4.19)
- Arrow Woman Printed Brown Skirt [Category: Bottomwear, Season: Fall] (Material: polyester, Worn: 128 times, Score: 5.01)
- Scullers For Her Check Green Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 92 times, Score: 5.32)
- Shree Women Blue Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 119 times, Score: 6.05)
- Nike Women Sublimated Lavender T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 49 times, Score: 5.44)
- Scullers Women Check Black Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 38 times, Score: 5.62)
- Do U Speak Green Women Cream T-Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 33 times, Score: 5.58)
- Femella Women Blue Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 65 times, Score: 4.06)
- Fusion Beats Women Black Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 57 times, Score: 3.97)
- W Women Printed Turquoise Blue Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 95 times, Score: 5.89)","I recommend wearing your Scullers Women Check Black Shirt (cotton) paired with your Arrow Woman Printed Brown Skirt (polyester) for your university class. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 166 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,431,"User Request: I have a casual lunch today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Arrow Woman Tigi Olive Top [Category: Topwear, Season: Fall] (Material: polyester, Worn: 9 times, Score: 3.69)
- Jealous 21 Women Washed Light Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|polyester|elastane, Worn: 22 times, Score: 4.06)
- Diva Women Printed Red Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 45 times, Score: 4.84)
- SDL by Sweet Dreams Women Cream & Grey Night Suit S11-3186 [Category: Loungewear and Nightwear, Season: Summer] (Material: cotton, Worn: 32 times, Score: 4.47)
- Aneri Women Anu Pink Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 50 times, Score: 6.0)
- Mother Earth Women Maroon Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 31 times, Score: 3.31)
- Fabindia Women Rust Mangalgiri Churidar [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 51 times, Score: 4.62)
- W Women Check Blue Kurtas [Category: Topwear, Season: Summer] (Material: cotton, Worn: 65 times, Score: 5.33)
- United Colors of Benetton Women Peach Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 14 times, Score: 5.28)
- Vishudh Women Black & White Salwar and Dupatta [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 84 times, Score: 5.11)
- Jealous 21 Women's Blue White Checkered Short [Category: Bottomwear, Season: Summer] (Material: cotton|polyester, Worn: 52 times, Score: 4.59)
- Arrow Woman Shanna Black Top [Category: Topwear, Season: Fall] (Material: viscose|elastane, Worn: 97 times, Score: 5.46)
- United Colors of Benetton Women White Top [Category: Topwear, Season: Summer] (Material: cotton|elastane, Worn: 88 times, Score: 6.5)
- Aneri Women Neeru Brown and Purple Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 10 times, Score: 4.17)
- Biara Women Rose Red Bra [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 12 times, Score: 4.11)","I recommend wearing your United Colors of Benetton Women White Top (cotton|elastane) paired with your Jealous 21 Women's Blue White Checkered Short (cotton|polyester) for your casual lunch. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 140 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,432,"User Request: I have a weekend errand today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Biba Women Red Printed Churidar Kurta with Dupatta [Category: Apparel Set, Season: Fall] (Material: cotton, Worn: 49 times, Score: 4.97)
- Aurelia Women Black Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 2 times, Score: 3.68)
- Puma Women poster tee White Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 80 times, Score: 5.5)
- Spykar Women Washed Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 87 times, Score: 5.55)
- Elle Women Multi Coloured Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 15 times, Score: 3.41)
- Hanes Women White Cotton Stretch Light Padded Bra [Category: Innerwear, Season: Winter] (Material: cotton|elastane, Worn: 48 times, Score: 4.68)
- Femella Women Peach Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 85 times, Score: 4.89)
- Jealous 21 Women Pink T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 7 times, Score: 3.74)
- Fabindia Women White Printed Patiala [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 27 times, Score: 4.12)
- Nike Women Be Strong Navy Blue Pant [Category: Bottomwear, Season: Summer] (Material: polyester|elastane, Worn: 57 times, Score: 4.6)
- Nike Women SS Pink T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 116 times, Score: 5.73)
- Jealous 21 Women's White Blue Shorts [Category: Bottomwear, Season: Summer] (Material: cotton|polyester, Worn: 111 times, Score: 5.84)
- Vishudh Women Floral Print White Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 25 times, Score: 5.17)
- BIBA Women Printed White Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 33 times, Score: 4.28)
- Jealous 21 Women Washed Light Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|polyester|elastane, Worn: 5 times, Score: 4.49)","I recommend wearing your Nike Women SS Pink T-shirt (cotton) paired with your Jealous 21 Women's White Blue Shorts (cotton|polyester) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 227 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,433,"User Request: I have a office meeting today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Fabindia Men Striped Cream Cambric Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 63 times, Score: 5.2)
- Arrow Sport Men Solid Black Sweaters [Category: Topwear, Season: Fall] (Material: cotton, Worn: 7 times, Score: 4.02)
- United Colors of Benetton Men Beige Trousers [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 74 times, Score: 5.12)
- Arrow Sport Men Solid Grey Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 38 times, Score: 4.38)
- ADIDAS Mens Full Grey T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 66 times, Score: 5.21)
- Levis Men Classics Formula One Red Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 8 times, Score: 3.8)
- Indigo Nation Men Mar Maroon Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 19 times, Score: 3.9)
- Puma Men Graphic Black T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 69 times, Score: 4.31)
- Highlander Men Check Grey Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 111 times, Score: 5.82)
- Myntra Men Back To The 70s Black T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 78 times, Score: 4.78)
- Mark Taylor Men Striped Purple Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 75 times, Score: 4.73)
- Status Quo Men Stripes White Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 21 times, Score: 3.9)
- Puma Men Pants Navy Blue Shorts [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 142 times, Score: 5.61)
- Scullers Men Check Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 82 times, Score: 5.69)
- Indigo Nation Men Club Poplin Black Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 36 times, Score: 5.68)","I recommend wearing your Indigo Nation Men Mar Maroon Shirts (cotton) for your office meeting. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 19 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,434,"User Request: I have a university class today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Indian Terrain Men Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 31 times, Score: 4.2)
- Mark Taylor Men Striped Green Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 28 times, Score: 4.13)
- ADIDAS Men Navy Blue Track Pants [Category: Bottomwear, Season: Summer] (Material: polyester, Worn: 62 times, Score: 3.67)
- Flying Machine Men Printed Brown Sweatshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 13 times, Score: 4.21)
- Puma Men Disect White TShirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 111 times, Score: 6.92)
- Tantra Men's Help Navy T-Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 72 times, Score: 5.24)
- John Players Men Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 44 times, Score: 6.0)
- Mark Taylor Men Striped Grey Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 43 times, Score: 4.8)
- Wrangler Men Blue American Photo Print T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 9 times, Score: 3.3)
- DC Comics Men Black Printed Shorts [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 12 times, Score: 4.06)
- Facit Men Brown Comfort Briefs [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 50 times, Score: 4.98)
- Puma Men White Logo T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 34 times, Score: 3.33)
- United Colors of Benetton Men Graphic Printed Black Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 79 times, Score: 5.58)
- Do u speak green Men Printed Beige Sweatshirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 87 times, Score: 5.36)
- Levis Men Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 87 times, Score: 5.79)","I recommend wearing your Puma Men Disect White TShirt (cotton) paired with your John Players Men Blue Jeans (cotton) for your university class. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 155 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,435,"User Request: I have a office meeting today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Fabindia Women Rust Printed Tunic [Category: Topwear, Season: Summer] (Material: cotton, Worn: 115 times, Score: 5.75)
- Latin Quarters Women Pink Top [Category: Topwear, Season: Fall] (Material: viscose, Worn: 168 times, Score: 5.14)
- Aneri Women Swara Pink Kurta [Category: Topwear, Season: Fall] (Material: silk, Worn: 130 times, Score: 3.65)
- Latin Quarters Women Pink & Black Printed Dress [Category: Dress, Season: Fall] (Material: polyester, Worn: 106 times, Score: 5.14)
- Fabindia Women Printed White Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 27 times, Score: 5.18)
- Wrangler Women Blue Sophia Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 24 times, Score: 4.01)
- W Women Printed Dark Brown Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 40 times, Score: 5.81)
- Vishudh Women Printed Dark Grey Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 11 times, Score: 4.18)
- SDL by Sweet Dreams Women Blue Night suits [Category: Loungewear and Nightwear, Season: Summer] (Material: cotton, Worn: 30 times, Score: 4.23)
- BIBA OUTLET Women Printed Navy Blue Kurti [Category: Topwear, Season: Fall] (Material: cotton, Worn: 70 times, Score: 5.7)
- Arrow Woman Purple Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 43 times, Score: 4.46)
- UCB Women's Halftone Print White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 80 times, Score: 5.53)
- ADIDAS Women Black Capris [Category: Bottomwear, Season: Summer] (Material: polyester|elastane, Worn: 31 times, Score: 3.67)
- French Connection Teal & Brown Printed Dress [Category: Dress, Season: Summer] (Material: viscose, Worn: 50 times, Score: 4.52)
- Biba Women Purple Printed Churidar Kurta with Dupatta [Category: Apparel Set, Season: Fall] (Material: cotton, Worn: 131 times, Score: 5.95)","I recommend wearing your Arrow Woman Purple Shirt (cotton) for your office meeting. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 43 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,436,"User Request: I have a office meeting today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Puma Women Edition Grey Tops [Category: Topwear, Season: Fall] (Material: cotton, Worn: 170 times, Score: 5.67)
- BIBA Women Printed Purple Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 24 times, Score: 4.22)
- Tonga Women Coffee Brown Shrug [Category: Topwear, Season: Summer] (Material: polyester|elastane, Worn: 33 times, Score: 5.2)
- Amante Women Pack of 3 Printed Briefs PFCN04 [Category: Innerwear, Season: Winter] (Material: cotton, Worn: 70 times, Score: 5.14)
- Wrangler Women Solid Purple Jacket [Category: Topwear, Season: Fall] (Material: cotton, Worn: 69 times, Score: 5.08)
- Arrow Woman Beige Top [Category: Topwear, Season: Summer] (Material: viscose|elastane, Worn: 53 times, Score: 4.41)
- Beyouty Women  Pack of 3 Briefs [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 92 times, Score: 5.73)
- United Colors of Benetton Women Light Winter Brown Tops [Category: Topwear, Season: Fall] (Material: polyester|viscose, Worn: 26 times, Score: 4.05)
- s.Oliver Women Grey Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 12 times, Score: 4.16)
- Aurelia Women Printed Purple Kurti [Category: Topwear, Season: Fall] (Material: cotton, Worn: 52 times, Score: 4.68)
- United Colors of Benetton Women Black Trouser [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 36 times, Score: 4.43)
- Sepia Women Printed Blue Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 23 times, Score: 4.38)
- Biba Women Orange & Purple Printed Churidar Kurta with Dupatta [Category: Apparel Set, Season: Fall] (Material: cotton, Worn: 152 times, Score: 5.92)
- W Women Printed Grey Kurtas [Category: Topwear, Season: Summer] (Material: cotton, Worn: 49 times, Score: 4.89)
- Scullers For Her Beige Trousers [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 36 times, Score: 4.28)","I recommend wearing your United Colors of Benetton Women Black Trouser (cotton|elastane) for your office meeting. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 36 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,437,"User Request: I have a formal dinner today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Puma Mens Cricket Way of Life T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 76 times, Score: 5.15)
- Puma Men Team SS  Spectra Yellow Tshirts [Category: Topwear, Season: Fall] (Material: polyester, Worn: 100 times, Score: 6.1)
- Locomotive Men Black Printed T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 49 times, Score: 5.0)
- Myntra Men Grey & Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 75 times, Score: 5.46)
- Basics Men Maroon Checked Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 21 times, Score: 4.29)
- Proline Men Red T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 35 times, Score: 3.99)
- Proline Navy Striped Sweater [Category: Topwear, Season: Fall] (Material: cotton, Worn: 25 times, Score: 4.28)
- Manchester United Men White Sweatshirt [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 1 times, Score: 3.58)
- Deniyo Men Washed Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 40 times, Score: 4.53)
- Manchester United Men Printed Red  T-Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 107 times, Score: 7.09)
- United Colors of Benetton Men Printed White Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 16 times, Score: 3.85)
- Wrangler Men Blue Texas Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 28 times, Score: 4.3)
- Nike Men AS EM BE True Cricket Crew White Sweatshirts [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 73 times, Score: 5.14)
- Nike Men's Challenger Logo Black T-shirt [Category: Topwear, Season: Summer] (Material: polyester, Worn: 94 times, Score: 5.47)
- Scullers Men Scul Purple Blue White Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 111 times, Score: 6.69)","I recommend wearing your Manchester United Men Printed Red  T-Shirt (cotton) paired with your Deniyo Men Washed Blue Jeans (cotton) for your formal dinner. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 147 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,438,"User Request: I have a casual lunch today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Tonga Women Peach-Coloured Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 27 times, Score: 4.78)
- Myntra Women Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 10 times, Score: 4.84)
- Amante Women White Pack of 2 Briefs PFCL02 [Category: Innerwear, Season: Winter] (Material: cotton|elastane, Worn: 65 times, Score: 5.12)
- s.Oliver Women Green Top [Category: Topwear, Season: Fall] (Material: cotton, Worn: 38 times, Score: 5.75)
- W Women Printed Off White Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 77 times, Score: 5.36)
- Tokyo Talkies Women White Printed T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 54 times, Score: 4.96)
- Puma Women Navy Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 31 times, Score: 4.42)
- Enamor Black Smooth Bra [Category: Innerwear, Season: Summer] (Material: nylon|polyester|elastane, Worn: 18 times, Score: 3.54)
- Span Women Purple Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 34 times, Score: 4.28)
- Red Rose Black Nightdress [Category: Loungewear and Nightwear, Season: Summer] (Material: nylon, Worn: 123 times, Score: 4.41)
- Aneri Women Aarna Maroon Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 47 times, Score: 4.88)
- Lee Women's Jannis White Navy T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 18 times, Score: 4.26)
- W Women Printed White Kurtas [Category: Topwear, Season: Fall] (Material: cotton, Worn: 119 times, Score: 7.05)
- Tantra Women Hippy Purple T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 58 times, Score: 4.75)
- Latin Quarters Women Brown Printed Dress [Category: Dress, Season: Summer] (Material: cotton, Worn: 36 times, Score: 4.51)","I recommend wearing your s.Oliver Women Green Top (cotton) paired with your Puma Women Navy Blue Jeans (cotton|elastane) for your casual lunch. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 69 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,439,"User Request: I have a formal dinner today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Puma Men Grey and White Striped Polo neck T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 17 times, Score: 4.04)
- John Players Men Solid Black Polo T-Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 72 times, Score: 5.15)
- Basics Men Grey Striped Polo T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 66 times, Score: 5.24)
- ADIDAS Men Black Shorts [Category: Bottomwear, Season: Summer] (Material: polyester, Worn: 51 times, Score: 5.72)
- Spykar Men Ranger Black N Red Stripe White Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 33 times, Score: 4.06)
- Timberland Men's Linear Logo Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 94 times, Score: 5.94)
- Mickey Men's Donald Salute Star Brown T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 38 times, Score: 4.56)
- Basics Men Pink Striped Polo T-shirt [Category: Topwear, Season: Spring] (Material: cotton, Worn: 113 times, Score: 5.66)
- ADIDAS Men Red Jersey [Category: Topwear, Season: Summer] (Material: polyester, Worn: 62 times, Score: 4.84)
- Guerrilla Men's Move It Move On Green T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 94 times, Score: 5.82)
- Free Authority Men's Foil Raw Edge Washed Olive T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 82 times, Score: 5.29)
- Wrangler Men Rib Navy Sweater [Category: Topwear, Season: Fall] (Material: cotton, Worn: 39 times, Score: 4.67)
- ADIDAS Men Blue Tracksuit [Category: Bottomwear, Season: Summer] (Material: polyester, Worn: 35 times, Score: 4.09)
- Indigo Nation Men Red Polo T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 78 times, Score: 5.17)
- Mark Taylor Men Yellow Printed T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 90 times, Score: 5.41)","I recommend wearing your Timberland Men's Linear Logo Red T-shirt (cotton) paired with your ADIDAS Men Black Shorts (polyester) for your formal dinner. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 145 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,440,"User Request: I have a university class today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Wrangler Women Native Blue Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 0 times, Score: 3.88)
- Aurelia Women Solid Blue Leggings [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 32 times, Score: 4.53)
- United Colors of Benetton Women Printed Purple T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 36 times, Score: 4.63)
- Elle Women Multi Coloured Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 15 times, Score: 3.41)
- Puma Women poster tee White Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 80 times, Score: 5.5)
- Flying Machine Women Solid Peach Sweaters [Category: Topwear, Season: Fall] (Material: acrylic, Worn: 25 times, Score: 2.62)
- Forever New Women Black Leggings [Category: Bottomwear, Season: Summer] (Material: viscose|elastane, Worn: 49 times, Score: 4.15)
- Angry Birds Women Pink T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 31 times, Score: 4.36)
- Spykar Women Washed Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 87 times, Score: 5.55)
- Peri Peri Women Black Bra [Category: Innerwear, Season: Summer] (Material: nylon|elastane, Worn: 112 times, Score: 6.01)
- Fabindia Women Black Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 2 times, Score: 3.43)
- Jealous 21 Women Pink T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 7 times, Score: 3.74)
- W Women Printed Blue Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 2 times, Score: 3.76)
- Myntra Women Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 60 times, Score: 5.01)
- United Colors Of Benetton Women Winter Blue Top [Category: Topwear, Season: Fall] (Material: cotton, Worn: 100 times, Score: 5.98)","I recommend wearing your United Colors Of Benetton Women Winter Blue Top (cotton) paired with your Spykar Women Washed Blue Jeans (cotton) for your university class. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 187 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
